year_month,state,district,stat,ml
2025-08,West Bengal,Jalpaiguri,1.0,0.0
2025-08,West Bengal,Kalimpong,1.0,0.0
2025-08,West Bengal,Koch Bihar,1.0,0.0
2025-08,West Bengal,North Dinajpur,1.0,0.0
2025-08,West Bengal,South Dinajpur,1.0,0.0
2025-09,Assam,South Salmara Mankachar,1.0,0.0
2025-09,Assam,Sribhumi,1.0,0.0
2025-09,Assam,Tamulpur District,1.0,0.0
2025-09,Bihar,Bhabua,1.0,0.0
2025-09,Chhattisgarh,Dantewada,1.0,0.0
2025-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-09,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-09,Chhattisgarh,Narayanpur,1.0,0.0
2025-09,Chhattisgarh,Sakti,1.0,0.0
2025-09,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-09,Dadra and Nagar Haveli and Daman and Diu,Diu,1.0,0.0
2025-09,Delhi,South East Delhi,1.0,0.0
2025-09,Karnataka,Bengaluru South,1.0,0.0
2025-09,Madhya Pradesh,Harda,1.0,0.0
2025-09,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-09,Nagaland,Meluri,1.0,0.0
2025-09,Rajasthan,Deeg ,1.0,0.0
2025-09,Sikkim,Namchi,1.0,0.0
2025-09,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-09,Telangana,Narayanpet,1.0,0.0
2025-09,Telangana,Vikarabad,1.0,0.0
2025-09,West Bengal,Darjiling,1.0,0.0
2025-09,West Bengal,Koch Bihar,1.0,0.0
2025-09,West Bengal,North Dinajpur,1.0,0.0
2025-10,Assam,Bajali,1.0,0.0
2025-10,Assam,Sribhumi,1.0,0.0
2025-10,Assam,West Karbi Anglong,1.0,0.0
2025-10,Bihar,Purba Champaran,1.0,0.0
2025-10,Chhattisgarh,Dantewada,1.0,0.0
2025-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-10,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1.0,0.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Daman,1.0,0.0
2025-10,Delhi,Shahdara,1.0,0.0
2025-10,Karnataka,Bengaluru South,1.0,0.0
2025-10,Madhya Pradesh,Mauganj,1.0,0.0
2025-10,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-10,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-10,Maharashtra,Dharashiv,1.0,0.0
2025-10,Manipur,Bishnupur,1.0,0.0
2025-10,Meghalaya,East Garo Hills,1.0,0.0
2025-10,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-10,Meghalaya,North Garo Hills,1.0,0.0
2025-10,Nagaland,Meluri,1.0,0.0
2025-10,West Bengal,Cooch Behar,1.0,0.0
2025-10,West Bengal,Darjiling,1.0,0.0
2025-10,West Bengal,Jalpaiguri,1.0,0.0
2025-10,West Bengal,Koch Bihar,1.0,0.0
2025-10,West Bengal,North Dinajpur,1.0,0.0
2025-10,West Bengal,South Dinajpur,1.0,0.0
2025-11,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-11,Assam,South Salmara Mankachar,1.0,0.0
2025-11,Assam,Sribhumi,1.0,0.0
2025-11,Assam,Tamulpur District,1.0,0.0
2025-11,Bihar,Bhabua,1.0,0.0
2025-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-11,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-11,Dadra and Nagar Haveli and Daman and Diu,Daman,1.0,0.0
2025-11,Delhi,Shahdara,1.0,0.0
2025-11,Delhi,South East Delhi,1.0,0.0
2025-11,Jammu and Kashmir,Kulgam,1.0,0.0
2025-11,Jammu and Kashmir,Shupiyan,1.0,0.0
2025-11,Karnataka,Bengaluru South,1.0,0.0
2025-11,Meghalaya,East Garo Hills,1.0,0.0
2025-11,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-11,Meghalaya,South Garo Hills,1.0,0.0
2025-11,Mizoram,Khawzawl,1.0,0.0
2025-11,Nagaland,Chumukedima,1.0,0.0
2025-11,Rajasthan,Jaisalmer,1.0,0.0
2025-11,Sikkim,Namchi,1.0,0.0
2025-11,Uttar Pradesh,Bulandshahar,1.0,0.0
2025-11,West Bengal,Koch Bihar,1.0,0.0
2025-12,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-12,Assam,Bajali,1.0,0.0
2025-12,Assam,Dima Hasao,1.0,0.0
2025-12,Assam,North Cachar Hills,1.0,0.0
2025-12,Assam,Sribhumi,1.0,0.0
2025-12,Assam,Tamulpur District,1.0,0.0
2025-12,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-12,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-12,Chhattisgarh,Sakti,1.0,0.0
2025-12,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-12,Delhi,South East Delhi,1.0,0.0
2025-12,Karnataka,Bengaluru South,1.0,0.0
2025-12,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-12,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-12,Maharashtra,Dharashiv,1.0,0.0
2025-12,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-12,Nagaland,Meluri,1.0,0.0
2025-12,Rajasthan,Jalore,1.0,0.0
2025-12,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-12,Telangana,Narayanpet,1.0,0.0
2025-12,Telangana,Rangareddy,1.0,0.0
2025-12,Telangana,Vikarabad,1.0,0.0
2025-12,Telangana,Wanaparthy,1.0,0.0
2025-12,West  Bengal,Hooghly,1.0,0.0
2025-12,West Bengal,Cooch Behar,1.0,0.0
2025-12,West Bengal,Koch Bihar,1.0,0.0
